"","state","year","date","overall_max","so_max","gi_max","so_marriage_max","so_relationships_max","so_adoption_max","so_discrimination_max","so_religion_max","so_youth_max","so_health_safety_max","so_healthcare_max","so_crime_max","so_identity_max","gi_marriage_max","gi_relationships_max","gi_adoption_max","gi_discrimination_max","gi_religion_max","gi_youth_max","gi_health_safety_max","gi_healthcare_max","gi_crime_max","gi_identity_max","all_marriage_max","all_relationships_max","all_adoption_max","all_discrimination_max","all_religion_max","all_youth_max","all_health_safety_max","all_healthcare_max","all_crime_max","all_identity_max","overall","so","gi","so_marriage","so_relationships","so_adoption","so_discrimination","so_religion","so_youth","so_health_safety","so_healthcare","so_crime","so_identity","gi_marriage","gi_relationships","gi_adoption","gi_discrimination","gi_religion","gi_youth","gi_health_safety","gi_healthcare","gi_crime","gi_identity","all_marriage","all_relationships","all_adoption","all_discrimination","all_religion","all_youth","all_health_safety","all_healthcare","all_crime","all_identity","so_theme1_relationships_max","so_theme2_nondisc_max","so_theme3_identity_max","so_theme4_youth_max","so_theme5_healthcrim_max","gi_theme1_relationships_max","gi_theme2_nondisc_max","gi_theme3_identity_max","gi_theme4_youth_max","gi_theme5_healthcrim_max","theme1_relationships_max","theme2_nondisc_max","theme3_identity_max","theme4_youth_max","theme5_healthcrim_max","so_theme1_relationships","so_theme2_nondisc","so_theme3_identity","so_theme4_youth","so_theme5_healthcrim","gi_theme1_relationships","gi_theme2_nondisc","gi_theme3_identity","gi_theme4_youth","gi_theme5_healthcrim","theme1_relationships","theme2_nondisc","theme3_identity","theme4_youth","theme5_healthcrim","so_theme1_relationships_ord","so_theme2_nondisc_ord","so_theme3_identity_ord","so_theme4_youth_ord","so_theme5_healthcrim_ord","gi_theme1_relationships_ord","gi_theme2_nondisc_ord","gi_theme3_identity_ord","gi_theme4_youth_ord","gi_theme5_healthcrim_ord","theme1_relationships_ord","theme2_nondisc_ord","theme3_identity_ord","theme4_youth_ord","theme5_healthcrim_ord","overall_ord","so_ord","gi_ord","Region"
"109","Connecticut",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,27.75,13.75,14,1,3.5,0,4.5,-0.25,3.25,1.75,0,0,0,0,0,0,4.5,-0.25,3.25,3.75,0,0,2.75,1,3.5,0,9,-0.5,6.5,5.5,0,0,2.75,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,4.5,4.25,0,3.25,1.75,0,4.25,2.75,3.25,3.75,4.5,8.5,2.75,6.5,5.5,"Medium","High",NA,"High","Medium","Low","High","High","High","High","Fair","High","High","High","Medium","High","High","High","Northeast"
"110","Delaware",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,21.5,11.75,9.75,1,2.5,0,3.5,0,2.25,2.5,0,0,0,0,0,0,3.5,0,2,3.5,0,0,0.75,1,2.5,0,7,0,4.25,6,0,0,0.75,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3.5,3.5,0,2.25,2.5,0,3.5,0.75,2,3.5,3.5,7,0.75,4.25,6,"Fair","High",NA,"Medium","High","Low","High","Fair","Medium","Medium","Fair","High","Fair","Medium","High","Medium","Medium","Medium","South"
"111","DC",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,35,17.25,17.75,1,6.5,0,3.5,0,3.25,3,0,0,0,0,2,0,3.5,0,3.25,5,0,0,4,1,8.5,0,7,0,6.5,8,0,0,4,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,7.5,3.5,0,3.25,3,2,3.5,4,3.25,5,9.5,7,4,6.5,8,"High","High",NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","South"
"112","Florida",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,7.5,4.75,2.75,1,1,0,1.5,-0.25,0.5,1,0,0,0,0,0,0,1.5,-0.25,0.25,-1,0,0,2.25,1,1,0,3,-0.5,0.75,0,0,0,2.25,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2,1.25,0,0.5,1,0,1.25,2.25,0.25,-1,2,2.5,2.25,0.75,0,"Fair","Fair",NA,"Low","Fair","Low","Fair","High","Low","Negative","Low","Fair","High","Low","Low","Low","Fair","Low","South"
"113","Georgia",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,-1.5,2.5,-4,1,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,-1,0,0,-3,1,1,0,0,0,0.5,-1,0,0,-3,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2,0,0,0.5,0,0,0,-3,0,-1,2,0,-3,0.5,-1,"Fair","Low",NA,"Low","Low","Low","Low","Negative","Low","Negative","Low","Low","Negative","Low","Negative","Negative","Low","Negative","South"
"114","Hawaii",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,25.25,12.25,13,1,2,0,3.5,0,2.75,3,0,0,0,0,0,0,3.5,0,2.75,5,0,0,1.75,1,2,0,7,0,5.5,8,0,0,1.75,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3,3.5,0,2.75,3,0,3.5,1.75,2.75,5,3,7,1.75,5.5,8,"Fair","High",NA,"High","High","Low","High","Medium","High","High","Fair","High","Medium","High","High","Medium","Medium","High","West"
"115","Idaho",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,3.75,3.25,0.5,1,1.5,0,0.75,-0.25,0.25,0,0,0,0,0,0,0,0.75,-0.25,0.25,-0.5,0,0,0.25,1,1.5,0,1.5,-0.5,0.5,-0.5,0,0,0.25,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,0.5,0,0.25,0,0,0.5,0.25,0.25,-0.5,2.5,1,0.25,0.5,-0.5,"Fair","Low",NA,"Low","Low","Low","Low","Low","Low","Negative","Fair","Low","Low","Low","Negative","Low","Low","Low","West"
"116","Illinois",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,25.75,13,12.75,1,2,0,4.5,-0.5,3.5,2.5,0,0,0,0,0,0,4.5,-0.5,3.5,4,0,0,1.25,1,2,0,9,-1,7,6.5,0,0,1.25,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3,4,0,3.5,2.5,0,4,1.25,3.5,4,3,8,1.25,7,6.5,"Fair","High",NA,"High","High","Low","High","Fair","High","High","Fair","High","Fair","High","High","Medium","Medium","Medium","Midwest"
"117","Indiana",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,6.5,4.75,1.75,1,2,0,1.25,-0.25,0.25,0.5,0,0,0,0,0,0,1.25,-0.25,0.25,0.5,0,0,0,1,2,0,2.5,-0.5,0.5,1,0,0,0,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3,1,0,0.25,0.5,0,1,0,0.25,0.5,3,2,0,0.5,1,"Fair","Fair",NA,"Low","Low","Low","Fair","Low","Low","Low","Fair","Fair","Low","Low","Low","Low","Fair","Low","Midwest"
"118","Iowa",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,13.5,9.75,3.75,1,1,0,4.5,0,2.25,1,0,0,0,0,0,0,4.5,0,2.25,-1,0,0,-2,1,1,0,9,0,4.5,0,0,0,-2,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2,4.5,0,2.25,1,0,4.5,-2,2.25,-1,2,9,-2,4.5,0,"Fair","High",NA,"Medium","Fair","Low","High","Negative","Medium","Negative","Low","High","Negative","Medium","Low","Fair","Medium","Low","Midwest"
"119","Kansas",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,2,2.75,-0.75,1,1,0,0.5,-0.75,0,1,0,0,0,0,0,0,0.5,-0.5,0,0,0,0,-0.75,1,1,0,1,-1.25,0,1,0,0,-0.75,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2,-0.25,0,0,1,0,0,-0.75,0,0,2,-0.25,-0.75,0,1,"Fair","Negative",NA,"Low","Fair","Low","Low","Negative","Low","Low","Low","Negative","Negative","Low","Low","Low","Low","Negative","Midwest"
"120","Kentucky",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,6,5.5,0.5,1,2,0,1.25,-0.25,0,1.5,0,0,0,0,0,0,1.25,-0.25,0,0.5,0,0,-1,1,2,0,2.5,-0.5,0,2,0,0,-1,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3,1,0,0,1.5,0,1,-1,0,0.5,3,2,-1,0,2,"Fair","Fair",NA,"Low","Medium","Low","Fair","Negative","Low","Low","Fair","Fair","Negative","Low","Fair","Low","Fair","Low","South"
"121","Louisiana",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,0.75,3,-2.25,1,1,0,0,-0.25,-0.25,1.5,0,0,0,0,0,0,0,-0.25,-0.5,-0.5,0,0,-1,1,1,0,0,-0.5,-0.75,1,0,0,-1,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2,-0.25,0,-0.25,1.5,0,-0.25,-1,-0.5,-0.5,2,-0.5,-1,-0.75,1,"Fair","Negative",NA,"Negative","Medium","Low","Negative","Negative","Negative","Negative","Low","Negative","Negative","Negative","Low","Low","Low","Negative","South"
"122","Maine",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,21.25,14.25,7,1,4.5,0,4.5,0,2.25,2,0,0,0,0,0,0,4.5,0,2.25,-0.5,0,0,0.75,1,4.5,0,9,0,4.5,1.5,0,0,0.75,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,5.5,4.5,0,2.25,2,0,4.5,0.75,2.25,-0.5,5.5,9,0.75,4.5,1.5,"Medium","High",NA,"Medium","Medium","Low","High","Fair","Medium","Negative","Medium","High","Fair","Medium","Low","Medium","High","Fair","Northeast"
"123","Maryland",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,25,13.75,11.25,1,4.5,0,4.5,0,2.25,1.5,0,0,0,0,0,0,4.5,0,2,3.5,0,0,1.25,1,4.5,0,9,0,4.25,5,0,0,1.25,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,5.5,4.5,0,2.25,1.5,0,4.5,1.25,2,3.5,5.5,9,1.25,4.25,5,"Medium","High",NA,"Medium","Medium","Low","High","Fair","Medium","Medium","Medium","High","Fair","Medium","Medium","Medium","High","Medium","South"
"124","Massachusetts",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,28.5,16,12.5,1,6.5,0,4.5,0,2.25,1.75,0,0,0,0,0,0,4.5,0,2.25,3.75,0,0,2,1,6.5,0,9,0,4.5,5.5,0,0,2,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,7.5,4.5,0,2.25,1.75,0,4.5,2,2.25,3.75,7.5,9,2,4.5,5.5,"High","High",NA,"Medium","Medium","Low","High","Medium","Medium","High","High","High","Medium","Medium","Medium","High","High","Medium","Northeast"
"125","Michigan",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,8.25,4.75,3.5,1,0,0,2.75,-0.25,0.75,0.5,0,0,0,0,0,0,2.75,-0.25,0.75,1,0,0,-0.75,1,0,0,5.5,-0.5,1.5,1.5,0,0,-0.75,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,1,2.5,0,0.75,0.5,0,2.5,-0.75,0.75,1,1,5,-0.75,1.5,1.5,"Low","High",NA,"Low","Low","Low","Medium","Negative","Low","Low","Low","Medium","Negative","Low","Low","Low","Fair","Low","Midwest"
"126","Minnesota",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,25.5,12,13.5,1,2,0,4.5,0,2.5,2,0,0,0,0,0,0,4.5,0,2.25,4.5,0,0,2.25,1,2,0,9,0,4.75,6.5,0,0,2.25,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3,4.5,0,2.5,2,0,4.5,2.25,2.25,4.5,3,9,2.25,4.75,6.5,"Fair","High",NA,"Medium","Medium","Low","High","High","Medium","High","Fair","High","High","Medium","High","Medium","Medium","High","Midwest"
"127","Mississippi",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,-1,-0.5,-0.5,1,0.5,0,0,-1.25,-0.25,-0.5,0,0,0,0,0,0,0,-0.75,-0.25,-1,0,0,1.5,1,0.5,0,0,-2,-0.5,-1.5,0,0,1.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,1.5,-1.25,0,-0.25,-0.5,0,-0.75,1.5,-0.25,-1,1.5,-2,1.5,-0.5,-1.5,"Low","Negative",NA,"Negative","Negative","Low","Negative","Medium","Negative","Negative","Low","Negative","Medium","Negative","Negative","Negative","Negative","Negative","South"
"128","Missouri",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,3.5,3.75,-0.25,1,1,0,1.25,-0.25,-0.25,1,0,0,0,0,0,0,0.75,-0.25,-0.5,0,0,0,-0.25,1,1,0,2,-0.5,-0.75,1,0,0,-0.25,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2,1,0,-0.25,1,0,0.5,-0.25,-0.5,0,2,1.5,-0.25,-0.75,1,"Fair","Fair",NA,"Negative","Fair","Low","Low","Negative","Negative","Low","Low","Low","Negative","Negative","Low","Low","Low","Negative","Midwest"
"129","Montana",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,6.75,3.25,3.5,1,2,0,0.5,0,0.25,-0.5,0,0,0,0,0,0,0.5,0,0,2,0,0,1,1,2,0,1,0,0.25,1.5,0,0,1,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3,0.5,0,0.25,-0.5,0,0.5,1,0,2,3,1,1,0.25,1.5,"Fair","Low",NA,"Low","Negative","Low","Low","Fair","Low","Fair","Fair","Low","Fair","Low","Low","Low","Low","Low","West"
"130","Nebraska",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,-0.5,3,-3.5,1,1.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,-2,0,0,-1.5,1,1.5,0,0,0,0,-1.5,0,0,-1.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,0,0,0,0.5,0,0,-1.5,0,-2,2.5,0,-1.5,0,-1.5,"Fair","Low",NA,"Low","Low","Low","Low","Negative","Low","Negative","Fair","Low","Negative","Low","Negative","Negative","Low","Negative","Midwest"
"131","Nevada",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,25,12.5,12.5,1,3,0,3.5,0,2.5,2.5,0,0,0,0,0,0,3.5,0,2.5,4.5,0,0,2,1,3,0,7,0,5,7,0,0,2,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,4,3.5,0,2.5,2.5,0,3.5,2,2.5,4.5,4,7,2,5,7,"Medium","High",NA,"Medium","High","Low","High","Medium","Medium","High","Fair","High","Medium","Medium","High","Medium","Medium","Medium","West"
"132","New Hampshire",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,17,9,8,1,1.5,0,3.5,0,2.25,0.75,0,0,0,0,0,0,3.5,0,2,1.25,0,0,1.25,1,1.5,0,7,0,4.25,2,0,0,1.25,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,3.5,0,2.25,0.75,0,3.5,1.25,2,1.25,2.5,7,1.25,4.25,2,"Fair","High",NA,"Medium","Fair","Low","High","Fair","Medium","Fair","Fair","High","Fair","Medium","Fair","Fair","Medium","Fair","Northeast"
"133","New Jersey",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,28.75,14.75,14,1,5.5,0,4.5,0,3.25,0.5,0,0,0,0,2,0,4.5,0,3.25,3.5,0,0,0.75,1,7.5,0,9,0,6.5,4,0,0,0.75,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,6.5,4.5,0,3.25,0.5,2,4.5,0.75,3.25,3.5,8.5,9,0.75,6.5,4,"High","High",NA,"High","Low","High","High","Fair","High","Medium","High","High","Fair","High","Medium","High","High","High","Northeast"
"134","New Mexico",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,19.5,11.25,8.25,1,2.5,0,4.5,-0.25,2,1.5,0,0,0,0,0,0,4.5,-0.25,1.25,3,0,0,-0.25,1,2.5,0,9,-0.5,3.25,4.5,0,0,-0.25,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3.5,4.25,0,2,1.5,0,4.25,-0.25,1.25,3,3.5,8.5,-0.25,3.25,4.5,"Fair","High",NA,"Medium","Medium","Low","High","Negative","Fair","Medium","Fair","High","Negative","Fair","Medium","Medium","Medium","Fair","West"
"135","New York",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,30,17,13,1,5.5,0,4.5,0,3.5,2.5,0,0,0,0,0,0,4.5,0,3.25,4,0,0,1.25,1,5.5,0,9,0,6.75,6.5,0,0,1.25,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,6.5,4.5,0,3.5,2.5,0,4.5,1.25,3.25,4,6.5,9,1.25,6.75,6.5,"High","High",NA,"High","High","Low","High","Fair","High","High","Medium","High","Fair","High","High","High","High","High","Northeast"
"136","North Carolina",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,2.25,3.75,-1.5,1,1.5,0,0,-0.25,1,0.5,0,0,0,0,0,0,0,0,1,-0.5,0,0,-2,1,1.5,0,0,-0.25,2,0,0,0,-2,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,-0.25,0,1,0.5,0,0,-2,1,-0.5,2.5,-0.25,-2,2,0,"Fair","Negative",NA,"Fair","Low","Low","Low","Negative","Fair","Negative","Fair","Negative","Negative","Fair","Low","Low","Low","Negative","South"
"137","North Dakota",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,-0.75,1.5,-2.25,1,0.5,0,0,-0.25,0.25,0,0,0,0,0,0,0,0,-0.25,0,-1,0,0,-1,1,0.5,0,0,-0.5,0.25,-1,0,0,-1,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,1.5,-0.25,0,0.25,0,0,-0.25,-1,0,-1,1.5,-0.5,-1,0.25,-1,"Low","Negative",NA,"Low","Low","Low","Negative","Negative","Low","Negative","Low","Negative","Negative","Low","Negative","Negative","Low","Negative","Midwest"
"138","Ohio",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,3.25,4,-0.75,1,1.5,0,1.25,0,0.25,0,0,0,0,0,0,0,1.25,0,0,-1.5,0,0,-0.5,1,1.5,0,2.5,0,0.25,-1.5,0,0,-0.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,1.25,0,0.25,0,0,1.25,-0.5,0,-1.5,2.5,2.5,-0.5,0.25,-1.5,"Fair","Fair",NA,"Low","Low","Low","Fair","Negative","Low","Negative","Fair","Fair","Negative","Low","Negative","Low","Low","Negative","Midwest"
"139","Oklahoma",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,-1,1.5,-2.5,1,1.5,0,0,-0.5,-0.5,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,0,0,-1,1,1.5,0,0,-1,-1,-0.5,0,0,-1,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,-0.5,0,-0.5,0,0,-0.5,-1,-0.5,-0.5,2.5,-1,-1,-1,-0.5,"Fair","Negative",NA,"Negative","Low","Low","Negative","Negative","Negative","Negative","Fair","Negative","Negative","Negative","Negative","Negative","Low","Negative","South"
"140","Oregon",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,29.75,14.5,15.25,1,4.5,0,3.5,0,3.25,2.25,0,0,0,0,0,0,3.5,0,3,4.75,0,0,4,1,4.5,0,7,0,6.25,7,0,0,4,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,5.5,3.5,0,3.25,2.25,0,3.5,4,3,4.75,5.5,7,4,6.25,7,"Medium","High",NA,"High","High","Low","High","High","High","High","Medium","High","High","High","High","High","High","High","West"
"141","Pennsylvania",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,14.5,7.25,7.25,1,2,0,2.75,-0.25,1.25,0.5,0,0,0,0,0,0,2.75,-0.25,0.5,2.5,0,0,1.75,1,2,0,5.5,-0.5,1.75,3,0,0,1.75,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3,2.5,0,1.25,0.5,0,2.5,1.75,0.5,2.5,3,5,1.75,1.75,3,"Fair","High",NA,"Fair","Low","Low","Medium","Medium","Low","Medium","Fair","Medium","Medium","Fair","Fair","Fair","Fair","Fair","Northeast"
"142","Rhode Island",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,25,10.75,14.25,1,0,0,4.5,-0.25,2.5,3,0,0,0,0,2,0,4.5,-0.25,2.25,5,0,0,0.75,1,2,0,9,-0.5,4.75,8,0,0,0.75,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,1,4.25,0,2.5,3,2,4.25,0.75,2.25,5,3,8.5,0.75,4.75,8,"Low","High",NA,"Medium","High","High","High","Fair","Medium","High","Fair","High","Fair","Medium","High","Medium","Medium","High","Northeast"
"143","South Carolina",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,-1.5,0,-1.5,1,0.5,0,0,-0.5,-0.5,-0.5,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,0,0,0,1,0.5,0,0,-1,-1,-1,0,0,0,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,1.5,-0.5,0,-0.5,-0.5,0,-0.5,0,-0.5,-0.5,1.5,-1,0,-1,-1,"Low","Negative",NA,"Negative","Negative","Low","Negative","Low","Negative","Negative","Low","Negative","Low","Negative","Negative","Negative","Low","Negative","South"
"144","South Dakota",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,-1.5,0,-1.5,1,0,0,0,-0.25,-0.25,-0.5,0,0,0,0,0,0,0,-0.25,-0.25,-0.5,0,0,-0.5,1,0,0,0,-0.5,-0.5,-1,0,0,-0.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,1,-0.25,0,-0.25,-0.5,0,-0.25,-0.5,-0.25,-0.5,1,-0.5,-0.5,-0.5,-1,"Low","Negative",NA,"Negative","Negative","Low","Negative","Negative","Negative","Negative","Low","Negative","Negative","Negative","Negative","Negative","Low","Negative","Midwest"
